experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,10,unknown,musical instrument,252646,12,M,1,switch,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,11,unknown,vase,261167,4,H,1,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,12,known,cat,267455,B,5,1,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,13,unknown,black band,279334,11,F,1,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,14,known,buttterfly,292710,K,15,1,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,15,unknown,tool,302063,10,A,1,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,16,unknown,tool,315159,10,E,2,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,17,unknown,tool,323727,10,L,3,standard,FALSE
1b,known first,cb018bd8403591cbc3fd88834c5fd9d6,18,known,fork,333208,G,10,1,switch,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,3,unknown,bottle,440757,2,15,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,4,unknown,stand,456919,5,8,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,5,unknown,goods,477132,9,3,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,6,unknown,food,488396,4,11,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,7,unknown,shooes,507631,7,16,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,8,unknown,woods,648984,7,10,2,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,9,unknown,knife,856720,7,1,3,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,10,unknown,motor,865881,6,7,1,switch,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,11,known,vandu,888660,N,A,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,12,known,ring,895380,F,G,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,13,known,chair,902162,E,M,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,14,known,butterfuly,912593,K,H,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,15,known,car,919732,I,D,1,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,16,known,car,933936,I,B,2,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,17,known,car,943833,I,L,3,standard,FALSE
1a,unknown first,cbe079daf89b47b8c15edce744962bb4,18,known,tree,950962,J,I,1,switch,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,3,unknown,diaper,180277,7,I,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,4,known,cup,186853,M,6,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,5,unknown,cup,193541,2,B,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,6,known,fork,199042,G,4,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,7,unknown,square,207330,11,L,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,8,unknown,square,215483,11,J,2,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,9,unknown,spiky,233136,11,H,3,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,10,known,apple,239987,A,11,1,switch,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,11,known,pen,245193,D,12,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,12,unknown,toy,256535,16,F,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,13,unknown,squeeze,266505,10,C,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,14,known,crab,272160,N,9,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,15,known,butterfly,280104,K,1,1,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,16,known,butterfly,287910,K,15,2,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,17,known,butterfly,299249,K,8,3,standard,FALSE
1b,unknown first,ccf9ef4354d4ac3516f14fd44be8f25a,18,unknown,feather,312610,3,K,1,switch,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,3,unknown,container,121200,2,D,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,4,known,tree,126339,J,9,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,5,unknown,sculpture,134103,3,E,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,6,known,animal,140029,B,12,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,7,unknown,art,146742,4,A,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,8,unknown,art,151628,4,K,2,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,9,unknown,art,156055,4,F,3,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,10,known,coffee,160751,M,4,1,switch,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,11,known,foot,164812,C,11,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,12,unknown,turkey,172049,10,N,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,13,unknown,art,176016,8,G,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,14,known,gamble,183590,H,6,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,15,known,nature,192489,L,15,1,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,16,known,nature,196382,L,5,2,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,17,known,nature,199820,L,16,3,standard,FALSE
1b,unknown first,cd7543b24a974769dfc502f96db47e25,18,unknown,art,205456,7,L,1,switch,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,3,unknown,not ballon,564527,7,16,1,standard,TRUE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,4,unknown,iceberg,587160,3,2,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,5,unknown,lego,596307,15,10,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,6,unknown,x looking plastic,612808,11,6,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,7,unknown,dumbbell looking item,653339,5,9,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,8,unknown,dumbbell looking item,692275,5,12,2,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,9,unknown,dumbbell looking item,708936,5,4,3,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,10,unknown,sea urchin looking item,767786,1,5,1,switch,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,11,known,cat,772253,B,K,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,12,known,shoe,778007,C,H,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,13,known,apple,782833,A,E,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,14,known,cup,787528,M,G,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,15,known,crab,791947,N,D,1,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,16,known,crab,797511,N,L,2,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,17,known,crab,801714,N,F,3,standard,FALSE
1a,unknown first,ce53f1129b059a088ab6a07588aff229,18,known,tree,806501,J,N,1,switch,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,3,unknown,weird shape,455010,15,F,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,4,known,butterfly,460800,K,10,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,5,unknown,spinner top,471840,12,E,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,6,known,flower,476726,L,2,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,7,unknown,weird shape,484118,9,A,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,8,unknown,weird shape,490190,9,B,2,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,9,unknown,weird shape,495019,9,J,3,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,10,known,die,501875,H,9,1,switch,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,11,known,crab,506880,N,7,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,12,unknown,cat toy,515891,4,C,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,13,unknown,weird object,529608,3,D,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,14,known,car,533596,I,8,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,15,known,fork,540255,G,11,1,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,16,known,fork,546021,G,1,2,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,17,known,fork,552236,G,6,3,standard,FALSE
1b,unknown first,d0a907831159f1258e2d35bdbdde7a75,18,unknown,weird shape,559566,5,G,1,switch,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,3,known,flower,154801,L,E,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,4,known,cup,159984,M,G,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,5,known,ring,164702,F,I,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,6,known,pen,173264,D,H,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,7,known,apple,182664,A,N,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,8,known,apple,190192,A,K,2,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,9,known,apple,196951,A,J,3,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,10,known,shoe,204151,C,A,1,switch,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,11,unknown,multicircle object,257173,2,10,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,12,unknown,flower,279060,4,1,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,13,unknown,multi round face looking object,325640,9,8,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,14,unknown,small plastic part,343104,6,5,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,15,unknown,sandal looking object,383739,7,11,1,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,16,unknown,sandal looking object,407666,7,12,2,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,17,unknown,sandal looking object,422761,7,15,3,standard,FALSE
1a,known first,d1f4c0c5b65e56694f10d08c6f480636,18,unknown,blimp,430889,16,7,1,switch,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,3,known,chair,86895,E,4,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,4,unknown,container,97118,2,D,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,5,unknown,art,105310,3,B,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,6,known,dice,111069,H,12,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,7,known,butterfly,116062,K,6,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,8,known,butterfly,122392,K,15,2,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,9,known,butterfly,128536,K,1,3,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,10,unknown,shape,136711,11,K,1,switch,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,11,unknown,art,142280,8,C,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,12,known,tree,147967,J,7,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,13,unknown,plunger,159479,10,F,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,14,known,car,164767,I,9,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,15,unknown,object,171823,5,M,1,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,16,unknown,object,177070,5,L,2,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,17,unknown,art,180624,5,A,3,standard,FALSE
1b,known first,d38efed5bb9fd9ea8a360728118b5beb,18,known,fork,184807,G,5,1,switch,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,3,known,dice,104294,H,M,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,4,known,pen,110680,D,G,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,5,known,ring,117145,F,B,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,6,known,tree,121891,J,I,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,7,known,shoe,129403,C,E,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,8,known,shoe,135166,C,L,2,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,9,known,shoe,141207,C,A,3,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,10,known,butterfly,149757,K,C,1,switch,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,11,unknown,the thing that looks wrapped up its on my left,178083,11,12,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,12,unknown,the bigger thing its on my left,193825,2,9,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,13,unknown,the circle with things sprouting,207691,4,3,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,14,unknown,the one that doesnt have a loop its on my left,224702,5,7,1,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,15,unknown,the one that looks like wadded up paper not the dog toy,262446,8,1,1,standard,TRUE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,16,unknown,wadded up paper not building blocks,280798,8,15,2,standard,TRUE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,17,unknown,wadded up paper,287795,8,10,3,standard,FALSE
1a,known first,d3ee3b5bbbc043d00b677e96f2ea3b45,18,unknown,not wadded up paper maybe a blimp,302041,16,8,1,switch,TRUE
1a,unknown first,d84be5287a46498627e801b6d6892644,3,unknown,hat like,167005,7,11,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,4,unknown,blocks,179060,15,9,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,5,unknown,ball,199212,8,5,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,6,unknown,black,212610,10,3,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,7,unknown,sticks,230515,4,12,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,8,unknown,sticks,246246,4,2,2,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,9,unknown,sticks,256956,4,16,3,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,10,unknown,black,267665,6,4,1,switch,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,11,known,dice,275043,H,A,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,12,known,bug,289221,N,K,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,13,known,tree,294887,J,D,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,14,known,cat,302828,B,M,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,15,known,flower,308725,L,G,1,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,16,known,flower,318776,L,C,2,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,17,known,flower,326017,L,I,3,standard,FALSE
1a,unknown first,d84be5287a46498627e801b6d6892644,18,known,chair,332514,E,L,1,switch,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,3,known,toy blimp,163165,K,16,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,4,unknown,Weight,180150,5,C,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,5,unknown,plastic container,197096,2,J,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,6,known,pen,207446,D,15,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,7,known,small car,219554,I,10,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,8,known,small car,226998,I,7,2,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,9,known,small car,241816,I,6,3,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,10,unknown,plastic black cups stuck,271692,11,I,1,switch,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,11,unknown,pointy weight,284063,1,E,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,12,known,dice,293332,H,8,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,13,unknown,plastic with handle,313340,9,F,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,14,known,fork,321478,G,12,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,15,unknown,donut shape with antennas,339245,4,L,1,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,16,unknown,donut shape with antennas,353548,4,N,2,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,17,unknown,donut shape with antenna,365243,4,B,3,standard,FALSE
1b,known first,d865e7114fc8faf27ae7870fe9482bc4,18,known,cup with handle,376727,M,4,1,switch,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,3,known,Fiddler crab,164753,N,11,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,4,unknown,Reptile,180922,10,H,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,5,unknown,Surfing,202034,7,A,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,6,known,car,206309,I,16,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,7,known,butterfly,216713,K,6,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,8,known,butterfly,227529,K,2,2,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,9,known,butterfly,240776,K,3,3,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,10,unknown,toy,254186,1,K,1,switch,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,11,unknown,toy,257626,5,G,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,12,known,cat,265650,B,12,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,13,unknown,toy,273457,8,D,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,14,known,ring,282065,F,9,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,15,unknown,Pompom,297547,4,J,1,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,16,unknown,Pompom,303010,4,E,2,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,17,unknown,Pompom,305866,4,C,3,standard,FALSE
1b,known first,d9bf4ff5d6754b5d6b6f9f5baeb7f9e9,18,known,cup,312745,M,4,1,switch,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,3,unknown,blocks,479487,15,10,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,4,unknown,single,486399,11,1,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,5,unknown,jet,494345,16,7,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,6,unknown,container,501608,2,4,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,7,unknown,rubble,509839,8,9,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,8,unknown,rubble,517955,8,12,2,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,9,unknown,rubble,523194,8,5,3,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,10,unknown,latch,529600,6,8,1,switch,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,11,known,shoe,533648,C,D,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,12,known,crab,539584,N,E,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,13,known,flower,544709,L,A,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,14,known,car,549372,I,F,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,15,known,fork,552687,G,B,1,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,16,known,fork,556701,G,K,2,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,17,known,fork,561002,G,M,3,standard,FALSE
1a,unknown first,dab037e5a28f3c13e425665c406bbbe0,18,known,tree,565082,J,G,1,switch,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,3,unknown,blocks,122479,15,C,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,4,known,tree,128646,J,7,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,5,unknown,vase,135214,2,A,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,6,known,butterfly,140926,K,11,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,7,unknown,virus balls,151054,1,F,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,8,unknown,virus balls,162326,1,N,2,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,9,unknown,circles with spikes on it,177087,1,E,3,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,10,known,mug,181613,M,1,1,switch,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,11,known,fork,187534,G,3,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,12,unknown,dropper,194063,10,I,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,13,unknown,black shape,207182,5,D,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,14,known,cat,212782,B,12,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,15,known,daisy,219167,L,8,1,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,16,known,flower,228582,L,4,2,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,17,known,flower with white petals,239054,L,16,3,standard,FALSE
1b,unknown first,dcb77aa72c821915d37a122ab9e8f562,18,unknown,weird shape,249558,9,L,1,switch,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,3,unknown,blimp,215760,16,4,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,4,unknown,fan,235641,6,3,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,5,unknown,barnicle,254636,11,15,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,6,unknown,cogs,269267,1,7,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,7,unknown,weights,275479,5,12,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,8,unknown,weights,282839,5,2,2,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,9,unknown,weights,289471,5,10,3,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,10,unknown,broken,296718,8,5,1,switch,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,11,known,apple,301560,A,L,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,12,known,cup,307995,M,B,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,13,known,fork,313314,G,J,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,14,known,shoe,319759,C,I,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,15,known,pen,325228,D,F,1,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,16,known,pen,329957,D,N,2,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,17,known,pen,335568,D,K,3,standard,FALSE
1a,unknown first,def986c16001d179524d0d744c7b5797,18,known,chair,341136,E,D,1,switch,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,3,unknown,tetris puzzle,94161,15,1,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,4,unknown,vase,104380,2,5,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,5,unknown,doughnut with streamers,120845,4,10,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,6,unknown,blimp,129008,16,3,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,7,unknown,toy,139710,8,6,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,8,unknown,collage,150510,8,9,2,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,9,unknown,odd shaped ball,163128,8,7,3,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,10,unknown,cymbal,174260,12,8,1,switch,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,11,known,butterfly,178835,K,M,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,12,known,ring,183045,F,E,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,13,known,ink pen,187896,D,J,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,14,known,die,191957,H,N,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,15,known,sunflower,196062,L,G,1,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,16,known,daisy,205707,L,A,2,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,17,known,flower,213583,L,B,3,standard,FALSE
1a,unknown first,e0852a79bc6a53bcef465efc9aedb704,18,known,car,216332,I,L,1,switch,FALSE
