experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,3,unknown,paper,276014,8,11,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,4,unknown,toy,285731,1,16,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,5,unknown,puzzle,300070,15,4,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,6,unknown,bread,310630,3,10,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,7,unknown,toy,317870,9,6,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,8,unknown,toy,325406,9,2,2,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,9,unknown,dumbbell,355969,9,5,3,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,10,unknown,toy,379330,12,9,1,switch,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,11,known,chair,385011,E,K,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,12,known,fork,392732,G,N,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,13,known,whitepine,416559,J,L,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,14,known,cup,427183,M,C,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,15,known,pen,432848,D,B,1,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,16,known,pen,439721,D,I,2,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,17,known,pen,445686,D,H,3,standard,FALSE
1a,unknown first,e17837125d84b51cdad2f2a3f6e77f09,18,known,apple,454050,A,D,1,switch,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,3,known,grows,137334,L,6,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,4,unknown,art,147896,8,G,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,5,unknown,odd shape,161263,11,J,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,6,known,pinches,173178,N,12,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,7,known,goes on foot,184218,C,7,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,8,known,black,200778,C,9,2,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,9,known,has laces,216298,C,4,3,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,10,unknown,has handle,228497,10,C,1,switch,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,11,unknown,build with,239377,15,D,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,12,known,flies,246827,K,1,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,13,unknown,rounded,257296,2,H,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,14,known,sit in,263976,E,3,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,15,unknown,art,272257,5,A,1,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,16,unknown,not alive,282336,5,B,2,standard,TRUE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,17,unknown,could sit on,296096,5,M,3,standard,FALSE
1b,known first,e1bb7f85a577a87cec9e3d141bf988aa,18,known,drive,302705,I,5,1,switch,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,3,known,crab,133805,N,15,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,4,unknown,not the shoe,141626,2,C,1,standard,TRUE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,5,unknown,not the ring,149734,8,F,1,standard,TRUE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,6,known,mug,155368,M,4,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,7,known,car,159002,I,12,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,8,known,car,163878,I,9,2,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,9,known,car,169541,I,3,3,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,10,unknown,block,177678,5,I,1,switch,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,11,unknown,plunger,185958,10,D,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,12,known,fork,193649,G,1,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,13,unknown,tape dispenser,206861,6,E,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,14,known,apple,211354,A,7,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,15,unknown,block,229220,11,L,1,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,16,unknown,block,235038,11,J,2,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,17,unknown,block,244382,11,H,3,standard,FALSE
1b,known first,e3e275d4ae4124138856ec446da7d2a8,18,known,cat,247980,B,11,1,switch,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,3,known,butterfly,83652,K,8,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,4,unknown,cymbals,88523,12,N,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,5,unknown,weird shaped thing,98549,7,H,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,6,known,shoe,102397,C,5,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,7,known,ring,107507,F,2,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,8,known,ring,112190,F,10,2,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,9,known,ring,117748,F,16,3,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,10,unknown,weird cup,125086,9,F,1,switch,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,11,unknown,hat,130683,3,I,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,12,known,flower,134901,L,15,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,13,unknown,brush,139943,4,D,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,14,known,cat,143572,B,1,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,15,unknown,bumpy shape,153530,11,G,1,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,16,unknown,bumpy shape,157262,11,J,2,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,17,unknown,bumpy shape,160650,11,A,3,standard,FALSE
1b,known first,e4adac6ecb95cbaa5a5db9337e7720ae,18,known,cup,164085,M,11,1,switch,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,3,known,shoe,242532,C,3,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,4,unknown,toy,253116,5,E,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,5,unknown,toy,260812,11,M,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,6,known,fork,266908,G,4,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,7,known,crab,271978,N,16,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,8,known,crab,277644,N,7,2,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,9,known,crab,283332,N,8,3,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,10,unknown,toy,295364,12,N,1,switch,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,11,unknown,plunger,302418,10,K,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,12,known,flower,307596,L,2,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,13,unknown,part,313788,6,J,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,14,known,pen,319628,D,1,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,15,unknown,toy,325276,15,I,1,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,16,unknown,toy,331404,15,H,2,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,17,unknown,toy,336923,15,B,3,standard,FALSE
1b,known first,e4d390ec477f579072e7df98c599887c,18,known,apple,343204,A,15,1,switch,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,3,known,apple,1015855,A,K,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,4,known,cup,1025425,M,N,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,5,known,shoe,1032629,C,H,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,6,known,cat,1039363,B,I,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,7,known,tree,1044105,J,D,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,8,known,tree,1048707,J,L,2,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,9,known,tree,1052949,J,F,3,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,10,known,fork,1059747,G,J,1,switch,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,11,unknown,rough sculpture,1076684,1,2,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,12,unknown,pointy sculpture,1088190,5,10,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,13,unknown,three pointed sculpture,1107736,9,15,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,14,unknown,zeppelin,1115306,16,6,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,15,unknown,circle sculpture no points,1132976,8,11,1,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,16,unknown,circle sculpture no points,1149605,8,7,2,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,17,unknown,circular sculpture no points,1164577,8,4,3,standard,FALSE
1a,known first,e4fd7e25b6400f733df01533415fcdfc,18,unknown,pointed sculpture,1178011,3,8,1,switch,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,3,unknown,erasers,142925,15,12,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,4,unknown,has two circles within each other on its side,182333,6,16,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,5,unknown,looks like a modern art dog bone,206852,5,9,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,6,unknown,has 4 thingys going up from a circle,233372,2,4,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,7,unknown,a spiky dog toy,254117,1,3,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,8,unknown,a spiky dog toy,266445,1,8,2,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,9,unknown,a spiky dog toy,277620,1,7,3,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,10,unknown,a fat jack from a game of jacks,313486,11,1,1,switch,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,11,known,ring,319461,F,L,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,12,known,tree,326296,J,A,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,13,known,shoe,330681,C,E,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,14,known,moth or butterfly,344344,K,D,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,15,known,cup,349831,M,N,1,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,16,known,cup,353831,M,G,2,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,17,known,cup,356967,M,I,3,standard,FALSE
1a,unknown first,e5b6d9186d5bc15398e88678cbbd6d2f,18,known,cat,361144,B,M,1,switch,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,3,known,fork,181435,G,5,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,4,unknown,not shoe,189251,11,C,1,standard,TRUE
1b,known first,e6293e42a210920640faec46ff12fce5,5,unknown,opposite of dice,199930,10,H,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,6,known,chair,205324,E,6,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,7,known,ring,209427,F,7,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,8,known,ring,216418,F,9,2,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,9,known,ring,222027,F,12,3,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,10,unknown,blocks,229723,15,F,1,switch,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,11,unknown,submarine,237058,16,M,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,12,known,car,240222,I,2,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,13,unknown,stone looking,254309,3,K,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,14,known,pen,260852,D,4,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,15,unknown,looks like dog toy,272460,1,N,1,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,16,unknown,dog toy,282621,1,L,2,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,17,unknown,dog toy,287976,1,A,3,standard,FALSE
1b,known first,e6293e42a210920640faec46ff12fce5,18,known,cat,292893,B,1,1,switch,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,3,unknown,circle,243349,2,10,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,4,unknown,dumbbell,260010,9,4,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,5,unknown,bronze sculpture,277240,3,1,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,6,unknown,surfing,295403,7,8,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,7,unknown,rearview mirror,315202,12,16,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,8,unknown,rearview mirror,320417,12,6,2,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,9,unknown,rearview mirror,324697,12,15,3,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,10,unknown,monoplane,343860,5,12,1,switch,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,11,known,Shoe,352335,C,B,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,12,known,Car,357031,I,K,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,13,known,Pen,361545,D,G,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,14,known,Ring,368448,F,N,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,15,known,cup,375906,M,L,1,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,16,known,Cup,380224,M,J,2,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,17,known,Cup,385634,M,E,3,standard,FALSE
1a,unknown first,e631b6048f6ae4a87e63df3d900d35eb,18,known,Dice,390925,H,M,1,switch,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,3,known,flower,77244,L,C,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,4,known,chair,84177,E,M,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,5,known,pen,90030,D,H,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,6,known,cat,93809,B,A,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,7,known,car,98207,I,F,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,8,known,car,101896,I,K,2,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,9,known,car,106320,I,G,3,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,10,known,crab,110806,N,I,1,switch,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,11,unknown,funnel,120365,12,4,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,12,unknown,sandal,126859,7,9,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,13,unknown,blocks,134441,15,11,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,14,unknown,whistle,144671,6,5,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,15,unknown,stick,156126,10,8,1,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,16,unknown,stick,161532,10,16,2,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,17,unknown,stick,168387,10,1,3,standard,FALSE
1a,known first,e6676ad318698e0d511d982a6e096beb,18,unknown,wing,173288,3,10,1,switch,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,3,unknown,atom,264117,11,I,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,4,known,mug,269385,M,8,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,5,unknown,toilet plunger,286085,9,L,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,6,known,tree,291993,J,16,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,7,unknown,blocks,304885,15,F,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,8,unknown,block connectors,318889,15,H,2,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,9,unknown,block connectors,330797,15,G,3,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,10,known,chair,336733,E,15,1,switch,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,11,known,cat,342381,B,4,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,12,unknown,spheres with spikes,356837,1,N,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,13,unknown,football with stick coming out,379289,10,K,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,14,known,pen,384549,D,3,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,15,known,shoe,394277,C,2,1,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,16,known,shoe,399661,C,6,2,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,17,known,shoe,404505,C,5,3,standard,FALSE
1b,unknown first,e6ada358dc87c607c973bd97e9fc450f,18,unknown,two spheres together with stick coming out,432438,12,C,1,switch,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,3,known,car,293199,I,C,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,4,known,flower,300425,L,M,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,5,known,apple,308145,A,N,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,6,known,cat,313463,B,H,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,7,known,chair,321303,E,J,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,8,known,pen,328252,E,D,2,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,9,known,chair,334435,E,G,3,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,10,known,butterfly,344997,K,E,1,switch,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,11,unknown,circular saw,406904,1,15,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,12,unknown,reptile,438104,10,5,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,13,unknown,surfing,466818,7,8,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,14,unknown,gun barrel,492134,6,12,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,15,unknown,blimp,521603,16,2,1,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,16,unknown,blimp,528950,16,4,2,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,17,unknown,blimp,540750,16,11,3,standard,FALSE
1a,known first,e74f7ea5898a77ef52fc7db9cb4c4ac2,18,unknown,dumbbell,568407,9,16,1,switch,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,3,known,shoe,136849,C,16,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,4,unknown,blocks,146749,15,L,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,5,unknown,vase,155630,2,B,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,6,known,die,164707,H,6,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,7,known,ring,172766,F,1,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,8,known,ring,179954,F,8,2,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,9,known,ring,189155,F,10,3,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,10,unknown,art,205443,7,F,1,switch,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,11,unknown,flower like,230039,4,A,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,12,known,chair,236256,E,12,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,13,unknown,headdress,252751,3,I,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,14,known,butterfly,260353,K,11,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,15,unknown,paperweight,273283,5,M,1,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,16,unknown,paperweight,281327,5,G,2,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,17,unknown,paperweight,289031,5,D,3,standard,FALSE
1b,known first,e793c24951ec4c16cf7ea9f813782b7c,18,known,crab,294929,N,5,1,switch,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,3,unknown,not a fruit,126040,9,A,1,standard,TRUE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,4,known,has 4 wheels,133985,I,12,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,5,unknown,a weird looking sculpture,145922,3,D,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,6,known,meow,153143,B,4,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,7,unknown,not an animal,166086,7,N,1,standard,TRUE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,8,unknown,some sort of modern art,190905,7,C,2,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,9,unknown,some sort of modern art,200944,7,L,3,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,10,known,a mug,209236,M,7,1,switch,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,11,known,a ring,223150,F,16,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,12,unknown,a rubber bulb on a stick,240915,10,G,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,13,unknown,not a tree,250031,5,J,1,standard,TRUE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,14,known,a dice,255776,H,1,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,15,known,chair,259817,E,15,1,standard,FALSE
1b,unknown first,e8153253d131768d9e774b824fcbbce1,16,known,another chair,266163,E,2,2,standard,TRUE
