mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,3,unknown,unknown,hat,153403,3,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,4,unknown,unknown,virus,161122,19,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,5,unknown,unknown,head,174799,26,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,6,unknown,unknown,cup upside down,189375,20,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,7,unknown,unknown,racket,197568,24,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,8,unknown,unknown,racket,206028,24,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,2,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,9,unknown,unknown,racket,214921,24,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,3,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,10,unknown,unknown,airplane,233242,16,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,switch,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,11,unknown,known,not a pen,242438,6,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,TRUE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,12,known,unknown,apple,252930,A,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,13,unknown,known,not a car,270539,12,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,TRUE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,14,known,unknown,animal,283313,N,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,15,unknown,known,not fork,295531,27,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,standard,TRUE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,16,unknown,known,legs,304239,27,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,2,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,17,unknown,known,legs,317317,27,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,3,standard,FALSE
unknown repeated,unknown first,8757847888d4715644c4770ec7cb2ce2,18,known,unknown,shoe,329058,C,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3EQHHY4HQTH8U7WEDLTP2SPSL8IG55.json,1,switch,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,3,unknown,unknown,spiky circle,111720,22,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,4,unknown,unknown,legos,122859,15,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,5,unknown,unknown,crumpled paper,137248,8,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,6,unknown,unknown,small motor,155405,6,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,7,unknown,unknown,weird weights,180675,5,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,8,unknown,unknown,weird looking weights,199733,5,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,2,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,9,unknown,unknown,weights shaped as airplane,233003,5,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,3,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,10,unknown,unknown,small blimp,256997,16,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,switch,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,11,unknown,known,white flowers,273860,4,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,12,known,unknown,white flower petal,292717,L,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,13,unknown,known,white gadget,321960,9,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,14,known,unknown,chair,330752,E,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,15,unknown,known,small plunger,385611,10,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,16,unknown,known,small plunger,396468,10,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,2,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,17,unknown,known,small plunger,408765,10,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,3,standard,FALSE
unknown repeated,unknown first,8d33b06a8226f90e677adcbd9e4fefc7,18,known,unknown,car,417576,I,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-31Q0U3WYDQ4QDWKUJVNJTPZIAPU175.json,1,switch,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,3,unknown,unknown,round clover,239952,23,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,4,unknown,unknown,long rod,259205,18,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,5,unknown,unknown,sliver rod,283805,25,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,6,unknown,unknown,spiky circle,300187,22,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,7,unknown,unknown,round toy,318070,26,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,8,unknown,unknown,round toy,332157,26,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,2,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,9,unknown,unknown,round toy,342315,26,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,3,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,10,unknown,unknown,dumbbell,363322,5,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,switch,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,11,unknown,known,bell,373759,20,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,12,known,unknown,shoe,383469,C,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,13,unknown,known,toy,393325,17,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,14,known,unknown,bug,402539,N,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,15,unknown,known,toy blocks,416193,15,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,16,unknown,known,toy blocks,426849,15,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,2,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,17,unknown,known,toy blocks,439455,15,H,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,3,standard,FALSE
unknown repeated,unknown first,8e0c658237150dc31a7b6a8685ff361e,18,known,unknown,cup,448228,M,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3L2OEKSTW9ZOHW2MFNHWXSBW5408YX-30BXRYBRP5MG7M69TSYGDSE6K5ZWH1.json,1,switch,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,3,unknown,unknown,do,191436,5,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,4,unknown,unknown,u can do it,207026,6,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,5,unknown,unknown,u can do it,215972,2,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,6,unknown,unknown,u can do it,224123,15,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,7,unknown,unknown,u can do it,234904,4,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,8,unknown,unknown,spice,248773,4,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,2,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,9,unknown,unknown,smuff,260238,4,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,3,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,10,unknown,unknown,runner,277833,25,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,switch,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,11,unknown,known,vegtable,295362,16,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,12,known,unknown,insect,307883,N,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,13,unknown,known,shoe,318903,19,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,14,known,unknown,butterfly,329562,K,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,15,unknown,known,fork,339538,22,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,16,unknown,known,mug,349922,22,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,2,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,17,unknown,known,chair,361063,22,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,3,standard,FALSE
unknown repeated,unknown first,978a2208316a218c7416bafc023f87fc,18,known,unknown,flower,369833,L,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3XDJY5RK5SA6HMVFTJUUDVPE7USU4D-36DSNE9QZ6N4TJSXQ6AR8BHZUV4JOH.json,1,switch,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,3,unknown,unknown,has holes in it,199583,6,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,4,unknown,unknown,has 1 hole you can see through,220215,26,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,5,unknown,unknown,blimp,233101,16,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,6,unknown,unknown,2 legs,242230,27,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,7,unknown,unknown,spinning top,261397,12,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,8,unknown,unknown,UFO,277206,12,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,2,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,9,unknown,unknown,UFO,285685,12,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,3,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,10,unknown,unknown,spikes coming out of it,299558,19,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,switch,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,11,unknown,known,looks like a magnified virus,315069,1,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,12,known,unknown,sunflower,322573,L,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,13,unknown,known,baster,348492,10,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,14,known,unknown,chair,355628,E,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,15,unknown,known,many lines,364967,21,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,16,unknown,known,many lines,373348,21,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,2,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,17,unknown,known,many lines,380300,21,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,3,standard,FALSE
unknown repeated,unknown first,9c85d31a845923941a94066722df25a6,18,known,unknown,apple,388260,A,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3S3AMIZX3VUQH8V2Q5FPADS50XODC0.json,1,switch,FALSE
unknown repeated,unknown first,9d13538c7b1a945f9f34fad7543c952c,3,unknown,unknown,vase,94228,2,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-32N49TQG3H7OIAYQXCJSA48O017AVU.json,1,standard,FALSE
unknown repeated,unknown first,9d13538c7b1a945f9f34fad7543c952c,4,unknown,unknown,globe,104114,21,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-32N49TQG3H7OIAYQXCJSA48O017AVU.json,1,standard,FALSE
