mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
unknown repeated,unknown first,764e769e0ae461bd37bf6c23f164f177,17,unknown,known,Sitting,608359,27,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-339ANSOTR6RP8HNCAWXYPTLQXB5IKK.json,3,standard,FALSE
unknown repeated,unknown first,764e769e0ae461bd37bf6c23f164f177,18,known,unknown,sunflower,618830,L,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-339ANSOTR6RP8HNCAWXYPTLQXB5IKK.json,1,switch,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,3,unknown,unknown,tool,88903,25,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,4,unknown,unknown,ball,100750,8,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,5,unknown,unknown,scoop,111083,18,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,6,unknown,unknown,dog toy,119290,2,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,7,unknown,unknown,tool,130636,26,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,8,unknown,unknown,tool,140294,26,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,2,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,9,unknown,unknown,tool,148860,26,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,3,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,10,unknown,unknown,spinning top,159817,12,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,switch,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,11,unknown,known,toy,168002,11,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,12,known,unknown,tree,179986,J,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,13,unknown,known,toy,188208,21,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,14,known,unknown,dice,195792,H,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,15,unknown,known,baster,208612,10,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,16,unknown,known,baster,216048,10,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,2,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,17,unknown,known,baster,224388,10,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,3,standard,FALSE
unknown repeated,unknown first,78616ec50a2559f099bdfab75c7289cc,18,known,unknown,crab,232553,N,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3BS6ERDL93WYF7O7QCXK0T54HL46D1-3TE22NPXPC1AM8ZU4F8EOBMBV7E441.json,1,switch,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,3,unknown,unknown,it is roundish in shape,113198,26,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,4,unknown,unknown,it is circular at the top,131222,12,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,5,unknown,unknown,looks loke blocks,147201,15,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,6,unknown,unknown,looks like a bomb,162229,16,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,7,unknown,unknown,is circular with nothing in the middle,180622,22,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,TRUE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,8,unknown,unknown,circular,196676,22,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,2,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,9,unknown,unknown,cicular,205963,22,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,3,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,10,unknown,unknown,looks like a bat,219951,24,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,switch,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,11,unknown,known,has two legs,235113,27,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,12,known,unknown,looks like a tree,244650,J,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,13,unknown,known,looks like plunge,262217,20,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,14,known,unknown,looks like a ring,272897,F,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,15,unknown,known,looks,282344,18,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,16,unknown,known,looks,292207,18,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,2,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,17,unknown,known,l,299238,18,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,3,standard,FALSE
unknown repeated,unknown first,7ae5ae4934471a495ae7f74123d0051a,18,known,unknown,chair,306725,E,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3KTCJ4SCVGQ6CFTNXZK6ON1HIOG1MG-352YTHGROW24YKNPJMSXI0VF0C04HN.json,1,switch,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,3,unknown,unknown,top,334768,12,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,4,unknown,unknown,sphere,377511,21,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,5,unknown,unknown,oval,403186,18,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,6,unknown,unknown,bolt cutter,443843,25,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,7,unknown,unknown,cream,461731,3,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,8,unknown,unknown,cream,478225,3,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,2,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,9,unknown,unknown,bronze sculpture,516724,3,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,3,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,10,unknown,unknown,gun barrel,556068,6,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,switch,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,11,unknown,known,pompom,584483,4,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,12,known,unknown,fork,598341,G,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,13,unknown,known,slipper,619936,7,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,14,known,unknown,chair,633093,E,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,15,unknown,known,spa nor,713467,27,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,16,unknown,known,tool,729026,27,H,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,2,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,17,unknown,known,tool,743536,27,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,3,standard,FALSE
unknown repeated,unknown first,7db74a912ba1ac8486732b2ac127d0fd,18,known,unknown,flower,757754,L,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/3LN3BXKGC0KZL6D4JKBW487EIFCWG1-3X3OR7WPZ0P73HTHMAX8R44RJF58L5.json,1,switch,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,3,unknown,unknown,top,97622,12,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,4,unknown,unknown,sphere,109143,21,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,5,unknown,unknown,circle,120280,22,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,6,unknown,unknown,donut,138464,4,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,7,unknown,unknown,screw,156463,11,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,8,unknown,unknown,screw,164595,11,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,2,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,9,unknown,unknown,screw,171630,11,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,3,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,10,unknown,unknown,clip,181926,6,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,switch,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,11,unknown,known,toy,194046,8,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,12,known,unknown,shoe,200723,C,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,13,unknown,known,tentacle,212143,19,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,14,known,unknown,pen,219216,D,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,15,unknown,known,cup,228441,18,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,16,unknown,known,cup,234877,18,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,2,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,17,unknown,known,cup,242925,18,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,3,standard,FALSE
unknown repeated,unknown first,805ca5c35e69da1e7a16aa2d74ea8ae4,18,known,unknown,car,250337,I,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/34R3P23QHSQDL28F3QTEP8JFXFPWH0-34BBWHLWHB0G3HHTZAG1D4FLKIEWIU.json,1,switch,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,3,unknown,unknown,circle,152333,22,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,4,unknown,unknown,has holes in it,182551,6,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,5,unknown,unknown,Its shaped like a fork,198110,25,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,6,unknown,unknown,It looks kind of like an airplane,229959,23,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,7,unknown,unknown,It looks like a rolling pin with two circles sticking out of it,269661,9,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,8,unknown,unknown,It looks like a rolling pin with two circles sticking out of it,292386,9,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,2,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,9,unknown,unknown,It looks like a rolling pin with two circles sticking out of it,313919,9,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,3,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,10,unknown,unknown,Two prickly ball shapes,336194,1,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,switch,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,11,unknown,known,A spinning top,353159,12,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,12,known,unknown,Dice,367717,H,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,13,unknown,known,Not the cat,382736,21,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,14,known,unknown,Butterfly,392377,K,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,15,unknown,known,A paddle with 5 holes,421853,24,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,16,unknown,known,A paddle with 5 holes,436433,24,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,2,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,17,unknown,known,A paddle with 5 holes,452318,24,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,3,standard,FALSE
unknown repeated,unknown first,83240b020ca3a9150dc546d0b2a0d996,18,known,unknown,Flower,463174,L,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/1/production-results/38RHULDV9Y4DHXJZ98BZPKKUXS4WIT-3LUY3GC630PTUO3W4XY9ULHGD50P7X.json,1,switch,FALSE
